Title,Avg,Total,Total_males,Total_Females,All_below_18,All_18_29,All_30_44,All_over_45,Males_below_18,Males_18_29,Males_30_44,Males_over_45,Females_below_18,Females_18_29,Females_30_44,Females_over_45,Title_ID,All_rank_below_18,All_rank_18_29,All_rank_30_44,All_rank_over_45,Males_rank_below_18,Males_rank_18_29,Males_rank_30_44,Males_rank_over_45,Females_rank_below_18,Females_rank_18_29,Females_rank_30_44,Females_rank_over_45
Revolting Rhymes,7.9,360,169,65,0,49,130,38,0,27,101,25,0,19,27,13,tt11714896,-,8.1,7.7,7.7,-,8.2,7.6,7.5,-,8.1,7.9,8.5
Revolutionary Road,7.3,"209,162","114,266","51,895",70,"26,621","108,882","25,692",41,"15,544","74,373","19,494",19,"10,291","33,198","5,773",tt0959337,7.8,7.4,7.3,7.2,7.8,7.4,7.3,7.2,7.8,7.4,7.4,7.4
Rezeta,5.7,520,292,107,0,70,201,111,0,38,145,95,0,32,50,13,tt2884144,-,5.5,5.6,5.6,-,5.5,5.7,5.6,-,5.5,5.4,5.6
"Rica, Famosa, Latina",5.8,66,29,12,0,12,14,11,0,8,8,7,0,1,5,3,tt4591212,-,6.7,2.3,6.7,-,5.7,2.4,7.3,-,10.0,1.3,2.7
Righteous Kill,6.0,"87,574","67,455","6,341",13,"5,759","51,783","14,709",10,"5,065","47,276","13,131",3,593,"4,090","1,390",tt1034331,5.9,6.2,6.0,5.9,6.5,6.2,6.0,5.9,5.3,6.5,6.1,6.1
Ringan,8.4,91,51,2,0,14,26,6,0,13,26,5,0,1,0,1,tt6998626,-,8.2,8.1,7.0,-,8.2,8.1,6.7,-,9.0,-,10.0
Ripper Street,8.1,"20,761","9,335","6,321",2,"1,377","7,125","6,124",0,743,"4,071","3,763",2,609,"2,949","2,264",tt2183641,6.5,8.1,8.0,8.2,-,8.0,7.9,8.0,6.5,8.3,8.2,8.5
Rise of the Zombie,3.4,441,308,47,0,50,184,106,0,44,162,86,0,6,20,20,tt2633598,-,4.0,3.4,3.3,-,4.0,3.3,3.1,-,4.0,4.0,4.3
Rishta.com,8.6,500,255,103,0,67,220,17,0,44,166,11,0,23,54,6,tt1739752,-,8.8,8.3,7.9,-,8.5,8.1,7.9,-,9.4,9.1,7.9
Rivaaz,5.3,94,46,8,0,2,27,25,0,2,23,20,0,0,3,5,tt1643242,-,1.0,3.1,3.6,-,1.0,2.9,3.4,-,-,4.7,3.5
Road to Sangam,7.4,821,637,19,1,80,475,71,0,74,464,66,1,3,9,4,tt1471247,8.0,7.6,7.4,6.0,-,7.7,7.5,5.8,8.0,6.3,6.5,6.2
Road to Yesterday,6.0,251,97,68,0,24,72,45,0,17,42,24,0,7,28,20,tt4871120,-,6.0,5.7,6.6,-,5.6,5.7,6.1,-,6.9,5.9,7.9
Roberto Saviano: Writing Under Police Protection,6.7,155,76,25,0,23,54,22,0,14,42,16,0,7,12,4,tt8375970,-,6.7,6.7,6.3,-,6.8,6.7,6.1,-,6.6,6.7,6.2
Robin Hood: The Rebellion,3.8,"4,606","1,928",331,0,261,"1,499",423,0,77,"1,390",376,0,180,103,37,tt7052244,-,3.5,3.6,3.2,-,3.3,3.6,3.2,-,4.1,3.6,3.9
Robotech,8.5,"3,637","2,719",245,2,94,"1,761","1,008",0,78,"1,602",906,2,12,138,81,tt0088595,7.5,7.9,8.5,8.6,-,8.0,8.5,8.5,7.5,7.7,8.3,8.7
Rocky,8.1,"554,521","364,029","39,638",253,"70,434","235,029","77,084",199,"62,159","211,319","66,347",31,"6,724","20,816","9,459",tt0075148,8.2,8.1,8.1,8.0,8.2,8.2,8.1,8.0,7.6,7.8,7.6,7.8
Rocky II,7.3,"203,826","141,802","10,022",88,"23,797","92,338","28,462",72,"21,648","85,647","25,764",7,"1,565","5,541","2,260",tt0079817,7.9,7.5,7.2,7.0,7.8,7.5,7.2,7.0,8.1,7.4,7.1,7.1
Rocky III,6.8,"185,726","128,916","8,341",81,"21,076","82,944","26,655",65,"19,231","77,359","24,254",6,"1,301","4,522","1,954",tt0084602,7.3,7.0,6.8,6.6,7.4,7.0,6.8,6.6,6.8,7.1,6.7,6.7
Rocky IV,6.8,"199,814","138,833","9,176",80,"21,825","90,873","28,409",65,"19,902","84,637","25,775",6,"1,336","5,060","2,155",tt0089927,7.5,7.0,6.9,6.4,7.4,7.0,6.9,6.4,7.7,7.0,6.8,6.7
Rocky V,5.3,"134,499","95,248","5,668",57,"15,124","63,496","17,865",47,"13,923","59,530","16,337",3,833,"3,212","1,270",tt0100507,5.7,5.6,5.3,5.0,5.7,5.6,5.3,5.0,6.0,6.1,5.7,5.5
Roger Corman's Death Race 2050,3.7,"4,788","3,449",242,0,427,"1,879","1,161",0,392,"1,734","1,062",0,27,116,72,tt5493706,-,3.5,3.7,3.9,-,3.4,3.7,3.9,-,5.4,3.9,3.5
Roh's Beauty,3.5,479,280,40,2,128,142,25,2,112,118,22,0,13,20,3,tt3650534,2.5,3.2,3.6,4.2,2.5,3.1,3.4,4.2,-,4.3,4.8,5.5
Roll Red Roll,7.1,"2,538","1,194",629,0,279,"1,007",457,0,142,672,312,0,126,323,134,tt8092888,-,7.0,7.0,7.2,-,7.0,6.9,7.1,-,7.2,7.2,7.5
Rolling Papers,6.2,496,330,65,0,67,231,74,0,54,191,62,0,12,36,10,tt3621360,-,5.9,6.2,6.4,-,5.9,6.1,6.3,-,6.2,6.2,6.4
Romeo Ranjha,4.7,90,57,4,0,22,29,8,0,20,28,7,0,2,1,0,tt3607226,-,4.0,3.0,4.0,-,4.0,3.0,4.0,-,6.0,9.0,-
Room,8.1,"404,651","204,057","71,944",202,"79,292","144,061","31,822",125,"53,437","107,455","24,566",58,"23,447","34,090","6,631",tt3170832,8.0,8.3,8.1,7.9,7.9,8.3,8.0,7.9,7.9,8.5,8.3,8.2
Room for Rent,5.4,"4,812","2,166","1,068",0,287,"2,124",746,0,99,"1,531",463,0,180,572,275,tt6747818,-,5.6,5.3,5.4,-,5.5,5.3,5.3,-,5.9,5.5,5.9
Room on the Broom,7.5,"4,151","2,275",959,4,323,"1,857",882,2,205,"1,284",647,2,108,546,222,tt2484120,7.5,7.3,7.4,7.6,6.5,7.2,7.3,7.5,8.5,7.5,7.8,8.1
Roonpi Secret Love,7.3,32,4,16,0,7,8,3,0,2,1,1,0,5,7,2,tt9879778,-,6.9,6.7,7.3,-,7.5,8.0,10.0,-,6.7,6.4,6.0
Roots,8.4,"17,228","9,932","3,027",3,928,"4,671","6,808",2,700,"3,568","5,139",1,217,"1,049","1,569",tt0075572,7.0,8.4,8.3,8.4,8.0,8.4,8.3,8.3,5.0,8.5,8.5,8.9
Rosemary's Baby,8.0,"208,859","124,813","34,932",117,"25,051","93,081","36,944",74,"18,065","72,057","29,375",35,"6,344","19,887","7,034",tt0063522,8.3,8.2,8.0,8.0,8.4,8.2,8.0,8.0,8.1,8.0,7.8,8.0
Rounders,7.3,"149,017","109,013","10,421",13,"11,648","82,038","22,626",9,"10,260","74,711","19,983",4,"1,164","6,511","2,322",tt0128442,6.5,7.3,7.3,7.2,6.8,7.3,7.4,7.2,6.5,7.1,6.9,7.0
Royal Pains,7.2,"20,806","9,793","6,517",1,"1,994","9,087","4,591",0,"1,071","5,604","2,633",1,888,"3,349","1,879",tt1319735,8.0,7.3,7.1,7.2,-,7.2,7.0,7.0,8.0,7.6,7.2,7.5
Rubi,6.1,"7,620","2,482","2,894",3,"1,617","2,626",839,1,345,"1,335",637,1,"1,221","1,241",181,tt2418558,7.3,6.8,5.8,5.7,5.0,5.8,5.4,5.6,7.0,7.2,6.4,6.0
Rukh,6.4,642,399,38,0,107,253,46,0,96,231,38,0,10,17,8,tt7341406,-,6.4,6.1,6.1,-,6.4,6.1,6.1,-,6.3,5.7,6.1
Rumble,5.9,"4,334","2,240",389,8,502,"1,474",461,6,405,"1,241",376,1,69,201,72,tt8337158,7.2,5.8,5.8,6.0,7.9,5.8,5.7,6.0,5.0,6.2,6.0,7.0
Rumble in the Bronx,6.7,"41,661","29,964","1,914",8,"3,341","21,390","6,196",4,"3,072","20,012","5,639",4,225,"1,128",482,tt0113326,6.8,6.9,6.8,6.5,8.0,6.9,6.8,6.5,5.5,6.7,6.5,6.4
Rumor Has It,5.7,20,9,7,0,0,9,6,0,0,3,6,0,0,6,0,tt0305096,-,-,5.3,6.4,-,-,5.3,6.4,-,-,4.6,-
Run,6.7,"66,041","32,054","9,359",70,"9,396","22,653","6,730",41,"6,334","17,501","5,249",19,"2,456","4,547","1,286",tt8633478,6.9,6.8,6.6,6.6,6.7,6.8,6.6,6.6,6.9,6.8,6.7,6.8
Runaway Bride,5.6,"97,407","40,448","34,353",9,"7,546","47,136","17,931",3,"2,183","24,269","12,456",5,"5,160","22,255","5,187",tt0163187,5.0,5.9,5.4,5.5,8.0,5.5,5.2,5.4,4.1,6.2,5.9,5.9
Running for Grace,6.1,"1,547",623,449,1,164,395,413,1,65,225,274,0,94,164,124,tt5696326,7.0,6.1,5.8,6.3,7.0,5.4,5.6,6.0,-,6.7,6.2,6.8
Running Out Of Time,6.5,"2,058","1,301",300,5,109,656,799,4,62,536,640,1,45,100,143,tt0109699,8.5,7.0,6.3,6.6,8.0,6.7,6.3,6.6,10.0,8.4,6.5,7.1
Rurouni Kenshin,7.4,"25,423","17,140","2,657",7,"3,046","13,231","2,533",5,"2,457","11,360","2,214",1,526,"1,660",271,tt1979319,7.3,7.6,7.4,7.1,7.6,7.6,7.4,7.0,7.0,8.0,7.9,7.6
Russell Madness,4.3,652,404,68,4,84,258,117,2,66,222,97,1,15,30,18,tt4257950,3.0,4.0,4.0,4.8,3.5,4.1,3.9,4.5,4.0,3.9,4.1,6.8
Russell Peters vs. the World,5.5,221,145,26,0,34,89,34,0,26,79,26,0,7,10,6,tt3182064,-,5.0,5.9,4.7,-,4.9,6.1,5.2,-,5.2,3.6,4.5
Russell Peters: Notorious,7.1,"1,642","1,151",164,0,279,798,178,0,236,702,154,0,42,90,20,tt3295244,-,7.3,7.1,6.7,-,7.4,7.1,6.7,-,6.7,6.7,6.0
Rustom,7.1,"25,924","13,850",977,18,"5,286","6,684",579,16,"4,932","6,173",497,1,261,441,72,tt5165344,7.9,7.2,6.8,6.5,7.8,7.2,6.8,6.5,7.0,6.9,6.7,6.9
S Is for Stanley,6.9,"1,595","1,090",152,2,180,649,374,2,147,565,320,0,28,73,43,tt3512160,7.0,7.0,6.8,7.0,7.0,6.9,6.8,7.0,-,7.3,7.0,6.7
S.W.A.T.,7.2,"21,007","7,829","4,055",11,"1,603","4,911","3,990",8,976,"3,175","2,508",2,531,"1,572","1,380",tt6111130,6.2,7.7,7.0,6.9,7.8,7.6,6.8,6.5,6.0,7.8,7.6,7.6
Saath Saath,7.3,292,203,28,0,27,137,53,0,22,122,45,0,5,14,7,tt0341554,-,7.1,7.4,7.0,-,6.9,7.4,6.9,-,8.5,5.9,7.1
Sacro GRA,6.2,"1,755","1,234",201,1,161,782,452,0,128,655,390,1,27,111,50,tt3172520,1.0,6.4,6.2,6.1,-,6.5,6.2,6.0,1.0,5.4,6.6,6.7
Sadece Sen,7.7,"9,588","4,245","2,424",5,"2,120","3,468",617,5,"1,122","2,352",423,0,941,"1,075",185,tt2082180,7.8,8.0,7.6,7.5,7.8,7.9,7.5,7.4,-,8.1,7.9,7.8
Sadie's Last Days on Earth,5.3,441,263,80,0,45,151,133,0,27,114,111,0,17,35,20,tt5777802,-,6.2,5.1,5.3,-,6.1,4.8,5.2,-,6.4,5.9,5.8
Sadma,8.3,"3,133","2,137",244,1,264,"1,775",247,0,234,"1,602",206,1,29,163,39,tt0086230,8.0,8.3,8.4,7.6,-,8.3,8.4,7.5,8.0,7.6,8.3,8.0
Sadqay Tumhare,7.6,573,251,84,0,110,137,24,0,89,93,17,0,21,40,7,tt4708708,-,7.8,7.0,6.4,-,8.1,7.4,6.4,-,6.3,5.5,6.3
Saeed Mirza: The Leftist Sufi,7.9,31,20,3,0,7,10,4,0,7,7,3,0,0,2,1,tt6741178,-,8.7,7.2,8.8,-,8.7,7.5,8.3,-,-,8.5,10.0
Safety Not Guaranteed,6.9,"124,855","83,663","20,970",16,"16,057","67,854","17,491",15,"11,657","54,008","14,440",1,"4,115","12,989","2,739",tt1862079,7.1,7.0,6.9,6.9,7.1,7.0,6.9,6.9,7.0,7.0,7.0,7.1
Saheb Bibi Golaam,6.4,662,424,33,0,136,227,42,0,128,209,38,0,5,16,4,tt4943558,-,6.3,6.3,6.6,-,6.3,6.3,6.6,-,7.5,6.0,6.8
Sairat,8.4,"12,586","6,788",520,7,"2,258","3,528",271,7,"2,101","3,270",231,0,123,243,38,tt5312232,6.5,8.5,8.2,7.2,6.5,8.5,8.2,7.3,-,8.1,8.0,7.1
Sakhi,8.3,"6,267","3,739",329,2,"1,143","2,332",203,1,"1,048","2,139",169,1,79,180,32,tt0242256,7.0,8.5,8.2,6.7,7.0,8.5,8.2,6.6,7.0,8.4,8.4,7.5
Salem: His Sister's Father,3.6,103,66,7,0,28,32,8,0,25,29,5,0,1,2,3,tt3703498,-,3.7,3.6,3.0,-,3.8,3.6,2.7,-,3.0,5.0,4.0
Samantaral,7.6,900,472,43,1,221,186,19,1,199,172,15,0,15,13,4,tt7746986,10.0,7.6,7.4,6.9,10.0,7.6,7.3,6.7,-,7.5,9.0,8.2
Samarppanam,5.7,63,37,3,0,6,25,6,0,4,24,6,0,2,1,0,tt5933664,-,6.3,5.2,4.8,-,6.3,5.3,4.8,-,4.0,3.0,-
Sameer Abu Alneel,4.3,425,280,28,2,125,146,17,2,109,133,15,0,11,11,2,tt2907394,5.5,4.4,4.2,4.4,5.5,4.3,4.2,4.4,-,5.2,3.2,9.0
Samson,4.5,"4,505","2,817",482,3,393,"1,555","1,023",2,320,"1,341",859,1,63,198,147,tt6951892,6.7,4.4,4.3,4.6,7.0,4.4,4.2,4.5,6.0,4.5,4.7,5.3
Samudri Lootere,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt8972272,0,0,0,0,0,0,0,0,0,0,0,0
San Pietro,7.0,519,333,63,0,34,165,181,0,26,138,149,0,7,25,29,tt0441897,-,7.3,6.9,7.0,-,7.2,6.8,7.1,-,8.3,7.1,6.1
Sanai Choughade,6.8,87,57,5,0,13,37,5,0,13,34,3,0,0,3,2,tt2624946,-,7.6,5.7,6.2,-,7.6,6.1,6.0,-,-,3.7,7.0
Sangam,8.1,24,7,5,0,9,3,0,0,4,3,0,0,2,0,0,tt7351316,-,9.7,7.0,-,-,10.0,7.0,-,-,10.0,-,-
Santa Claws,2.8,649,473,83,1,47,259,243,0,29,228,207,1,18,29,33,tt0117549,1.0,3.1,2.7,3.0,-,3.2,2.6,3.1,1.0,3.1,2.6,3.3
Santa's Apprentice,6.3,472,275,91,1,46,213,101,1,30,151,79,0,13,56,19,tt1754455,5.0,6.4,6.3,6.1,5.0,6.1,6.2,6.1,-,7.8,6.6,6.6
Sarah's Key,7.5,"17,030","9,357","4,764",0,"1,580","6,805","5,305",0,678,"4,249","4,014",0,873,"2,452","1,187",tt1668200,-,7.4,7.4,7.6,-,7.2,7.2,7.5,-,7.7,7.7,7.8
Sardaar ji,6.3,"1,549",894,61,1,300,516,55,1,276,489,43,0,21,20,10,tt4080386,7.0,6.5,6.3,5.5,7.0,6.5,6.3,5.5,-,5.7,6.9,5.6
Sardaarji 2,5.2,630,346,27,0,113,186,25,0,101,174,24,0,10,10,1,tt5701172,-,5.2,5.1,5.2,-,5.2,4.9,5.3,-,5.4,8.2,3.0
Sarivar Sari,7.3,42,32,4,0,5,23,7,0,5,20,6,0,0,3,0,tt0833533,-,6.5,7.0,6.1,-,6.5,7.2,6.1,-,-,6.7,-
Sarvopari Palakkaran,5.0,157,103,5,0,31,58,2,0,30,54,2,0,1,4,0,tt6864588,-,4.8,4.9,4.0,-,4.8,4.8,4.0,-,10.0,5.5,-
Sat Sri Akal,6.1,13,5,2,0,0,4,4,0,0,3,0,0,0,0,2,tt0076664,-,-,4.0,8.0,-,-,3.0,-,-,-,-,10.0
Satan & Adam,7.7,456,274,49,0,37,116,157,0,25,103,132,0,11,13,21,tt7445772,-,7.3,7.6,7.7,-,7.1,7.7,7.7,-,7.7,6.8,8.2
Satrangi,7.7,57,35,9,0,16,22,5,0,13,17,4,0,3,5,1,tt1333920,-,9.2,3.9,10.0,-,9.2,2.7,9.8,-,9.3,8.6,10.0
Satrangi Re,6.4,52,26,5,0,9,16,6,0,9,14,3,0,0,2,3,tt2182099,-,7.4,6.2,5.3,-,7.4,6.2,7.3,-,-,6.5,5.0
Satte Pe Satta,7.2,"3,328","2,372",216,0,374,"1,810",306,0,338,"1,676",262,0,35,124,41,tt0084630,-,7.1,7.2,6.8,-,7.1,7.2,6.8,-,7.2,7.2,6.8
Saturday Church,6.3,"1,079",546,252,0,112,307,360,0,64,218,228,0,40,80,115,tt5654600,-,6.7,6.2,6.3,-,6.7,6.3,6.5,-,6.9,5.9,5.6
Savage Dog,4.9,"3,206","2,237",113,1,298,"1,294",584,1,269,"1,221",542,0,15,57,30,tt5851014,6.0,4.9,4.9,4.9,6.0,4.9,4.9,4.9,-,5.0,4.5,4.8
Savage Raghda,5.3,486,264,42,1,138,144,13,1,104,125,11,0,24,14,1,tt8898498,6.0,5.7,4.9,5.1,6.0,5.6,4.9,5.1,-,6.0,5.3,5.0
Save Our Shelter,7.5,36,12,10,0,3,9,10,0,2,4,5,0,1,5,4,tt5011296,-,7.0,4.1,8.8,-,5.5,2.0,9.0,-,10.0,6.4,9.2
Saving Mr. Banks,7.5,"159,318","89,126","36,282",40,"23,514","70,503","24,269",29,"14,954","50,021","18,165",8,"8,066","19,441","5,667",tt2140373,7.4,7.6,7.4,7.5,7.5,7.5,7.3,7.4,7.4,7.9,7.7,7.8
Saving Zoë,5.3,"1,986",735,582,2,247,602,361,0,89,318,265,2,144,271,85,tt7319822,6.0,5.3,5.2,5.2,-,4.6,4.9,5.2,6.0,5.8,5.7,5.3
Say When,6.4,"43,634","19,335","15,473",5,"8,814","19,828","4,720",3,"3,783","11,044","3,494",2,"4,847","8,509","1,131",tt2034031,6.7,6.6,6.3,6.3,6.0,6.4,6.2,6.2,7.0,6.7,6.5,6.5
Scales: Mermaids Are Real,4.3,765,282,184,3,91,174,164,0,46,102,105,1,43,71,55,tt4526136,6.0,3.6,4.2,4.7,-,3.4,4.1,4.7,10.0,4.1,4.3,4.6
Scandal,7.8,"71,689","20,683","30,513",8,"8,232","26,846","11,575",2,"2,850","10,383","5,276",5,"5,158","15,973","6,044",tt1837576,5.9,8.2,7.7,7.4,8.5,7.9,7.2,6.9,5.3,8.3,8.2,8.2
Scandal in Sorrento,6.5,"2,278","1,260",374,3,248,711,607,1,152,500,540,1,84,197,61,tt0050817,6.3,6.6,6.5,6.4,5.0,6.5,6.5,6.4,6.0,6.6,6.4,6.5
Scary Movie,7.4,"327,286","188,197","46,255",262,"37,779","149,168","39,209",166,"27,841","118,535","32,533",72,"8,852","28,691","6,059",tt0117571,8.2,7.5,7.3,7.2,8.3,7.5,7.3,7.1,7.9,7.5,7.3,7.3
Scary Movie 5,3.5,"70,260","46,312","8,294",45,"16,660","29,325","5,332",32,"13,199","25,068","4,661",6,"3,103","3,901",570,tt0795461,3.9,3.7,3.4,3.6,4.0,3.6,3.4,3.6,1.5,4.1,3.6,3.5
Schindler's List,9.0,"1,303,613","747,001","168,527",547,"171,576","528,720","164,813",374,"131,215","428,640","132,987",133,"35,491","92,163","28,449",tt0108052,9.3,9.1,9.0,8.8,9.3,9.1,9.0,8.8,9.2,9.1,9.0,8.9
School Daze,6.0,"7,256","4,236","1,224",5,359,"2,616","2,317",4,268,"1,996","1,809",1,86,589,477,tt0096054,6.8,6.3,6.0,5.8,7.8,6.4,5.8,5.7,1.0,6.0,7.0,6.9
Scooby-Doo on Zombie Island,7.7,"14,255","7,393","2,007",24,"4,051","3,997",876,17,"3,047","3,124",704,4,891,820,160,tt0166792,7.5,7.8,7.6,7.1,7.4,7.8,7.5,7.0,7.8,8.2,8.0,7.7
Scott Pilgrim vs. the World,7.6,"412,019","256,519","55,714",239,"74,418","191,628","32,998",172,"55,306","157,698","28,532",43,"17,164","31,369","3,855",tt0446029,7.9,7.7,7.5,7.2,7.9,7.8,7.5,7.2,7.4,7.5,7.4,7.1
Scream 2,6.3,"176,717","106,767","23,972",121,"19,329","86,142","20,936",77,"14,518","69,649","17,708",33,"4,308","15,436","2,930",tt0120082,7.1,6.6,6.2,6.1,7.2,6.6,6.1,6.1,6.8,6.6,6.2,6.4
Scream 3,5.6,"138,441","84,682","18,466",78,"15,860","68,254","15,658",53,"12,051","55,555","13,256",15,"3,408","11,879","2,197",tt0134084,6.1,5.9,5.5,5.6,6.0,5.8,5.5,5.5,6.4,6.1,5.7,5.9
Seal Team Six: The Raid on Osama Bin Laden,5.7,"10,494","7,917",724,1,"1,113","4,543","2,470",1,986,"4,154","2,219",0,103,342,219,tt2095605,10.0,6.0,5.5,5.7,10.0,6.0,5.5,5.7,-,5.8,5.8,6.5
Searching for Bobby Fischer,7.4,"39,755","24,919","4,559",15,"2,593","15,770","10,304",11,"2,104","13,346","8,444",3,412,"2,193","1,729",tt0108065,7.4,7.2,7.3,7.5,7.9,7.2,7.3,7.5,5.0,7.3,7.3,7.7
Searching for Sugar Man,8.2,"67,284","45,158","10,266",7,"7,439","34,681","11,281",6,"5,581","27,953","9,316",1,"1,703","6,221","1,748",tt2125608,7.8,8.3,8.2,8.2,7.7,8.3,8.2,8.2,8.0,8.4,8.4,8.5
Season of the Witch,7.2,"107,004","74,301","5,432",51,"13,036","47,350","16,909",42,"11,775","43,909","15,302",8,946,"2,909","1,327",tt0070379,7.3,7.3,7.2,7.1,7.4,7.3,7.2,7.1,7.2,7.2,7.0,7.0
Secret,8.0,"1,176",149,498,0,229,257,76,0,49,64,16,0,170,186,59,tt3215892,-,7.9,7.7,8.2,-,7.3,7.1,7.7,-,8.1,8.0,8.3
Secret Affair,8.0,509,76,217,0,56,122,88,0,18,24,23,0,37,94,61,tt5309758,-,7.6,8.0,8.3,-,7.7,8.1,7.9,-,7.5,8.1,8.5
Secret in Their Eyes,6.3,"47,616","26,555","9,664",6,"4,473","19,984","9,652",4,"2,755","14,398","7,495",2,"1,576","5,261","1,957",tt1741273,6.3,6.4,6.2,6.3,7.0,6.3,6.2,6.2,6.5,6.6,6.4,6.5
Secrets of Althorp - The Spencers,7.4,12,5,5,0,2,5,2,0,0,4,0,0,2,1,2,tt8409114,-,9.0,7.3,6.5,-,-,7.5,-,-,9.0,7.0,6.5
Secrets of Chatsworth,7.4,170,49,75,0,16,57,44,0,5,19,22,0,11,38,21,tt6959562,-,7.0,7.3,7.6,-,6.6,6.7,7.7,-,7.4,7.7,7.4
Secrets of Henry VIII's Palace: Hampton Court,7.3,327,94,146,0,36,104,82,0,11,40,37,0,25,62,42,tt6959560,-,6.6,7.5,7.3,-,6.4,7.2,7.0,-,6.7,7.7,7.5
Secrets of Her Majesty's Secret Service,6.6,360,230,77,0,34,145,113,0,21,111,81,0,13,30,31,tt3821142,-,6.2,6.6,6.7,-,6.5,6.5,6.7,-,5.5,6.9,6.8
Secrets of Highclere Castle,7.5,232,96,84,0,16,87,66,0,8,41,39,0,8,44,26,tt3031008,-,7.0,7.5,7.4,-,7.4,7.5,7.1,-,6.5,7.5,8.0
Secrets of Scotland Yard,6.1,59,44,8,0,0,13,39,0,0,9,35,0,0,4,4,tt0037255,-,-,5.3,6.2,-,-,5.2,6.2,-,-,7.0,7.5
Secrets of Selfridges,7.2,231,106,84,0,17,93,73,0,8,50,42,0,9,41,30,tt3865930,-,7.3,7.0,7.4,-,6.9,7.1,7.1,-,7.6,7.0,7.7
Secrets of the Tower of London,7.2,297,137,99,0,28,109,94,0,10,62,61,0,18,44,32,tt4911948,-,6.8,7.0,7.4,-,6.7,7.1,7.4,-,6.9,6.9,7.3
Secrets of Underground London,6.9,352,201,81,0,39,145,86,0,17,103,64,0,20,38,20,tt4912016,-,6.8,6.8,7.1,-,6.6,6.7,7.1,-,7.1,7.0,7.2
Secrets of Westminster,7.2,234,129,63,0,21,86,80,0,12,56,55,0,9,28,24,tt5038708,-,7.3,7.0,7.5,-,7.4,6.9,7.4,-,7.2,7.5,7.8
Sen Kimsin?,5.0,"5,253","3,710",401,0,"1,272","2,382",289,0,"1,123","2,129",257,0,127,219,29,tt2142883,-,5.4,4.8,4.8,-,5.5,4.8,4.8,-,4.9,4.6,5.1
Senna,8.5,"69,256","51,970","4,657",10,"8,401","36,924","9,329",9,"7,501","33,532","8,394",1,726,"2,923",774,tt1424432,8.6,8.6,8.5,8.2,8.6,8.6,8.5,8.2,10.0,8.5,8.5,8.4
Sensitive Skin,7.4,"1,082",414,398,0,54,366,358,0,26,194,176,0,28,161,175,tt2490030,-,7.5,7.4,7.2,-,6.9,7.3,7.1,-,7.8,7.4,7.4
"Septiembre, un llanto en silencio",5.6,669,405,204,0,194,371,30,0,17,352,21,0,177,15,9,tt6843704,-,6.2,5.6,5.5,-,5.1,5.6,5.7,-,8.0,5.4,5.1
Servant of the People,7.1,"1,261",672,119,2,221,383,123,1,169,330,94,0,37,45,21,tt6235122,7.5,7.3,7.0,6.6,7.0,7.2,7.0,6.5,-,7.5,7.2,6.8
Set Up,4.4,"21,106","17,126","1,583",0,"1,963","11,999","4,331",0,"1,760","10,915","3,899",0,176,973,379,tt1748197,-,4.8,4.3,4.4,-,4.8,4.3,4.3,-,4.5,4.4,4.4
Sex and the City 2,4.5,"78,796","28,938","34,992",9,"10,813","42,256","9,159",4,"3,115","19,141","5,681",3,"7,357","22,551","3,325",tt1261945,3.7,5.1,4.3,4.0,5.0,4.1,3.6,3.7,1.0,5.7,5.2,4.8
Sex and the City: The Movie,5.7,"121,062","48,145","51,154",8,"13,243","68,350","15,727",2,"3,832","33,184","9,865",4,"9,052","34,386","5,621",tt1000774,4.5,6.1,5.5,5.4,6.5,5.1,4.8,5.1,1.5,6.6,6.6,6.6
Sex Doll,4.5,"1,919","1,129",300,1,265,725,360,0,168,581,311,0,89,134,44,tt4937564,5.0,4.7,4.3,4.8,-,4.3,4.2,4.7,-,5.7,4.9,5.6
"Sexo, Pudor y Lagrimas",6.6,"2,807","1,691",456,2,183,"1,253",636,1,128,950,528,1,48,276,99,tt0164877,5.5,6.3,6.7,6.4,4.0,6.3,6.7,6.3,7.0,6.4,6.7,7.2
SGT. Will Gardner,6.0,"1,057",610,124,1,48,257,381,1,32,220,302,0,15,28,70,tt1650060,1.0,6.2,5.4,6.3,1.0,5.7,5.4,6.1,-,6.9,4.9,7.6
Shadow of Truth,8.0,"1,457",748,369,0,162,705,189,0,83,482,121,0,73,209,60,tt5599272,-,8.3,8.0,7.8,-,8.2,8.0,7.9,-,8.3,7.9,7.9
Shahanpan Dega Deva,5.7,23,11,0,0,3,4,0,0,3,4,0,0,0,0,0,tt2625014,-,2.3,6.0,-,-,2.3,6.0,-,-,-,-,-
Shaka Zulu,7.7,"3,064","1,995",348,0,78,861,"1,338",0,67,729,"1,112",0,9,123,205,tt0086798,-,7.3,7.8,7.7,-,7.3,7.8,7.6,-,7.3,8.1,8.1
Shakti: The Power,6.2,"4,852","3,390",491,0,764,"2,628",357,0,676,"2,329",260,0,84,285,96,tt0331639,-,6.7,6.0,6.3,-,6.7,6.0,6.3,-,6.2,5.8,6.5
Shanghai,6.4,"9,681","7,223","1,165",0,528,"4,849","2,809",0,414,"4,105","2,470",0,105,692,309,tt1092634,-,6.4,6.4,6.4,-,6.4,6.4,6.4,-,6.6,6.3,6.3
Shararat,7.5,"1,543",839,122,0,498,339,14,0,438,294,11,0,52,44,3,tt1592812,-,7.7,6.9,5.7,-,7.6,6.8,5.6,-,8.3,7.3,6.0
